Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0011582	Mcavernosa00063-RA	Pocillopora_acuta_HIv1_PredGene_g8270.t1
OG0011583	Mcavernosa00060-RA	Pocillopora_acuta_HIv1_PredGene_g8269.t1
OG0011584	Mcavernosa29018-RA	Pocillopora_acuta_HIv1_PredGene_g6909.t1, Pocillopora_acuta_HIv1_PredGene_g6909.t2
OG0011585	Mcavernosa09985-RA	Pocillopora_acuta_HIv1_PredGene_g28828.t1, Pocillopora_acuta_HIv1_PredGene_g1538.t1
OG0011586	Mcavernosa16987-RA	Pocillopora_acuta_HIv1_PredGene_g19056.t1
OG0011587	Mcavernosa07124-RA	Pocillopora_acuta_HIv1_PredGene_g19050.t1
OG0011588	Mcavernosa10779-RA	Pocillopora_acuta_HIv1_PredGene_g13077.t1
OG0011589	Mcavernosa10783-RA	Pocillopora_acuta_HIv1_PredGene_g5297.t1
OG0011590	Mcavernosa06484-RA	Pocillopora_acuta_HIv1_PredGene_g19717.t1
OG0011592	Mcavernosa09475-RA	Pocillopora_acuta_HIv1_PredGene_26062_t, Pocillopora_acuta_HIv1_PredGene_g26775.t1
OG0011593	Mcavernosa26852-RA, Mcavernosa26850-RA	Pocillopora_acuta_HIv1_PredGene_28845_t
OG0011595	Mcavernosa07816-RA	Pocillopora_acuta_HIv1_PredGene_g2491.t1
OG0011596	Mcavernosa07809-RA	Pocillopora_acuta_HIv1_PredGene_g2500.t1
OG0011597	Mcavernosa07807-RA	Pocillopora_acuta_HIv1_PredGene_g2501.t1
OG0011598	Mcavernosa14172-RA	Pocillopora_acuta_HIv1_PredGene_g10013.t1
OG0011599	Mcavernosa26244-RA	Pocillopora_acuta_HIv1_PredGene_g8350.t1
OG0011600	Mcavernosa28147-RA	Pocillopora_acuta_HIv1_PredGene_g31532.t1
OG0011601	Mcavernosa24644-RA	Pocillopora_acuta_HIv1_PredGene_g31519.t1
OG0011602	Mcavernosa24643-RA	Pocillopora_acuta_HIv1_PredGene_g31518.t1
OG0011603	Mcavernosa24646-RA	Pocillopora_acuta_HIv1_PredGene_g31522.t1
OG0011604	Mcavernosa13190-RA	Pocillopora_acuta_HIv1_PredGene_g27490.t1
OG0011605	Mcavernosa13187-RA	Pocillopora_acuta_HIv1_PredGene_g27492.t1
OG0011606	Mcavernosa29954-RA	Pocillopora_acuta_HIv1_PredGene_g31529.t1
OG0011607	Mcavernosa24641-RA	Pocillopora_acuta_HIv1_PredGene_g31516.t1
OG0011608	Mcavernosa24640-RA	Pocillopora_acuta_HIv1_PredGene_g31514.t1
OG0011609	Mcavernosa13186-RA	Pocillopora_acuta_HIv1_PredGene_g27493.t1
OG0011610	Mcavernosa10369-RA	Pocillopora_acuta_HIv1_PredGene_g25986.t1
OG0011611	Mcavernosa28365-RA	Pocillopora_acuta_HIv1_PredGene_g30541.t1
OG0011612	Mcavernosa20828-RA	Pocillopora_acuta_HIv1_PredGene_g778.t1
OG0011613	Mcavernosa20829-RA	Pocillopora_acuta_HIv1_PredGene_g777.t1
OG0011614	Mcavernosa17672-RA	Pocillopora_acuta_HIv1_PredGene_g23743.t1
OG0011615	Mcavernosa17673-RA	Pocillopora_acuta_HIv1_PredGene_g23742.t1
OG0011617	Mcavernosa27050-RA	Pocillopora_acuta_HIv1_PredGene_g31041.t1
OG0011619	Mcavernosa01979-RA	Pocillopora_acuta_HIv1_PredGene_g30202.t1
OG0011620	Mcavernosa01978-RA	Pocillopora_acuta_HIv1_PredGene_g30203.t1
OG0011621	Mcavernosa01977-RA	Pocillopora_acuta_HIv1_PredGene_g30204.t1
OG0011622	Mcavernosa28032-RA	Pocillopora_acuta_HIv1_PredGene_g8007.t1
OG0011623	Mcavernosa28029-RA	Pocillopora_acuta_HIv1_PredGene_g8009.t1
OG0011624	Mcavernosa28026-RA	Pocillopora_acuta_HIv1_PredGene_g8011.t1
OG0011625	Mcavernosa28025-RA	Pocillopora_acuta_HIv1_PredGene_g8012.t1
OG0011626	Mcavernosa28023-RA	Pocillopora_acuta_HIv1_PredGene_g8014.t1
OG0011627	Mcavernosa28020-RA	Pocillopora_acuta_HIv1_PredGene_g8015.t1
OG0011629	Mcavernosa21279-RA	Pocillopora_acuta_HIv1_PredGene_g8301.t1
OG0011630	Mcavernosa30856-RA	Pocillopora_acuta_HIv1_PredGene_g8237.t1
OG0011631	Mcavernosa00086-RA	Pocillopora_acuta_HIv1_PredGene_g8303.t1
OG0011632	Mcavernosa10941-RA	Pocillopora_acuta_HIv1_PredGene_g22726.t1
OG0011633	Mcavernosa10947-RA	Pocillopora_acuta_HIv1_PredGene_g22723.t1
OG0011634	Mcavernosa10949-RA	Pocillopora_acuta_HIv1_PredGene_g22722.t1
OG0011635	Mcavernosa10945-RA	Pocillopora_acuta_HIv1_PredGene_2828_t
OG0011636	Mcavernosa10950-RA	Pocillopora_acuta_HIv1_PredGene_2824_t
OG0011637	Mcavernosa02123-RA	Pocillopora_acuta_HIv1_PredGene_g27797.t1
OG0011638	Mcavernosa02132-RA	Pocillopora_acuta_HIv1_PredGene_31675_t
OG0011639	Mcavernosa02119-RA	Pocillopora_acuta_HIv1_PredGene_g27799.t1
OG0011640	Mcavernosa02122-RA	Pocillopora_acuta_HIv1_PredGene_g27798.t1
OG0011641	Mcavernosa13331-RA	Pocillopora_acuta_HIv1_PredGene_g21904.t1
OG0011642	Mcavernosa02327-RA	Pocillopora_acuta_HIv1_PredGene_g32301.t1
OG0011643	Mcavernosa02328-RA	Pocillopora_acuta_HIv1_PredGene_g32299.t1
OG0011644	Mcavernosa19455-RA	Pocillopora_acuta_HIv1_PredGene_5570_t
OG0011646	Mcavernosa30515-RA	Pocillopora_acuta_HIv1_PredGene_g19582.t1
OG0011647	Mcavernosa03628-RA	Pocillopora_acuta_HIv1_PredGene_g214.t1
OG0011648	Mcavernosa04728-RA	Pocillopora_acuta_HIv1_PredGene_g300.t1, Pocillopora_acuta_HIv1_PredGene_g299.t1
OG0011649	Mcavernosa01358-RA	Pocillopora_acuta_HIv1_PredGene_g7170.t1
OG0011650	Mcavernosa01361-RA	Pocillopora_acuta_HIv1_PredGene_g7117.t1
OG0011651	Mcavernosa21028-RA	Pocillopora_acuta_HIv1_PredGene_g30901.t1
OG0011652	Mcavernosa23831-RA	Pocillopora_acuta_HIv1_PredGene_g3877.t1
OG0011653	Mcavernosa23830-RA	Pocillopora_acuta_HIv1_PredGene_g3878.t1
OG0011654	Mcavernosa21027-RA	Pocillopora_acuta_HIv1_PredGene_g30908.t1
OG0011655	Mcavernosa06895-RA	Pocillopora_acuta_HIv1_PredGene_g18285.t1
OG0011656	Mcavernosa06896-RA	Pocillopora_acuta_HIv1_PredGene_g18284.t1
OG0011657	Mcavernosa15014-RA	Pocillopora_acuta_HIv1_PredGene_g17010.t1
OG0011658	Mcavernosa29250-RA	Pocillopora_acuta_HIv1_PredGene_g17212.t1, Pocillopora_acuta_HIv1_PredGene_g29063.t1
OG0011662	Mcavernosa05407-RA	Pocillopora_acuta_HIv1_PredGene_g9157.t1
OG0011663	Mcavernosa05408-RA	Pocillopora_acuta_HIv1_PredGene_g9156.t1
OG0011664	Mcavernosa05409-RA	Pocillopora_acuta_HIv1_PredGene_g9155.t1
OG0011665	Mcavernosa19017-RA	Pocillopora_acuta_HIv1_PredGene_g33182.t1
OG0011666	Mcavernosa05397-RA	Pocillopora_acuta_HIv1_PredGene_g9170.t1
OG0011667	Mcavernosa05398-RA	Pocillopora_acuta_HIv1_PredGene_g9168.t1
OG0011668	Mcavernosa05401-RA	Pocillopora_acuta_HIv1_PredGene_g9165.t1, Pocillopora_acuta_HIv1_PredGene_g9165.t2
OG0011669	Mcavernosa05403-RA	Pocillopora_acuta_HIv1_PredGene_g9163.t1
OG0011670	Mcavernosa05402-RA	Pocillopora_acuta_HIv1_PredGene_g9164.t1
OG0011671	Mcavernosa05405-RA	Pocillopora_acuta_HIv1_PredGene_g9159.t1
OG0011672	Mcavernosa19020-RA	Pocillopora_acuta_HIv1_PredGene_g33179.t1
OG0011673	Mcavernosa00605-RA	Pocillopora_acuta_HIv1_PredGene_g14360.t1
OG0011674	Mcavernosa04698-RA	Pocillopora_acuta_HIv1_PredGene_g17919.t1
OG0011675	Mcavernosa04696-RA	Pocillopora_acuta_HIv1_PredGene_g17921.t1
OG0011676	Mcavernosa04697-RA	Pocillopora_acuta_HIv1_PredGene_g17920.t1
OG0011677	Mcavernosa20591-RA	Pocillopora_acuta_HIv1_PredGene_g19552.t1
OG0011680	Mcavernosa20589-RA	Pocillopora_acuta_HIv1_PredGene_g19555.t1
OG0011682	Mcavernosa20586-RA	Pocillopora_acuta_HIv1_PredGene_g19562.t1
OG0011683	Mcavernosa20584-RA	Pocillopora_acuta_HIv1_PredGene_g19563.t1
OG0011684	Mcavernosa20588-RA	Pocillopora_acuta_HIv1_PredGene_g19560.t1
OG0011686	Mcavernosa13071-RA	Pocillopora_acuta_HIv1_PredGene_g23669.t1
OG0011687	Mcavernosa30096-RA	Pocillopora_acuta_HIv1_PredGene_g23689.t1
OG0011688	Mcavernosa13069-RA	Pocillopora_acuta_HIv1_PredGene_g23667.t1
OG0011689	Mcavernosa04322-RA	Pocillopora_acuta_HIv1_PredGene_g707.t1
OG0011691	Mcavernosa34322-RA	Pocillopora_acuta_HIv1_PredGene_g28889.t1
OG0011692	Mcavernosa06532-RA	Pocillopora_acuta_HIv1_PredGene_g28891.t1
OG0011694	Mcavernosa19624-RA	Pocillopora_acuta_HIv1_PredGene_g9233.t1
OG0011696	Mcavernosa27915-RA	Pocillopora_acuta_HIv1_PredGene_g7700.t1
OG0011697	Mcavernosa00170-RA	Pocillopora_acuta_HIv1_PredGene_g9864.t1
OG0011698	Mcavernosa00179-RA	Pocillopora_acuta_HIv1_PredGene_g9862.t1
OG0011701	Mcavernosa02929-RA	Pocillopora_acuta_HIv1_PredGene_g26788.t1
OG0011702	Mcavernosa11636-RA	Pocillopora_acuta_HIv1_PredGene_g11802.t1
OG0011704	Mcavernosa06273-RA	Pocillopora_acuta_HIv1_PredGene_g13863.t1
OG0011705	Mcavernosa06278-RA	Pocillopora_acuta_HIv1_PredGene_g13862.t1
OG0011706	Mcavernosa07357-RA	Pocillopora_acuta_HIv1_PredGene_g24549.t1
OG0011707	Mcavernosa06267-RA	Pocillopora_acuta_HIv1_PredGene_g13860.t1
OG0011708	Mcavernosa06258-RA	Pocillopora_acuta_HIv1_PredGene_g13848.t1
OG0011709	Mcavernosa05676-RA	Pocillopora_acuta_HIv1_PredGene_g27767.t1
OG0011710	Mcavernosa05677-RA	Pocillopora_acuta_HIv1_PredGene_g27768.t1
OG0011711	Mcavernosa05678-RA	Pocillopora_acuta_HIv1_PredGene_g27769.t1
OG0011712	Mcavernosa05684-RA	Pocillopora_acuta_HIv1_PredGene_g27771.t1
OG0011713	Mcavernosa05673-RA	Pocillopora_acuta_HIv1_PredGene_g27764.t1
OG0011714	Mcavernosa05670-RA	Pocillopora_acuta_HIv1_PredGene_g27761.t1
OG0011716	Mcavernosa12454-RA, Mcavernosa12455-RA	Pocillopora_acuta_HIv1_PredGene_g21417.t1
OG0011717	Mcavernosa11412-RA	Pocillopora_acuta_HIv1_PredGene_g28463.t1, Pocillopora_acuta_HIv1_PredGene_g5444.t1
OG0011718	Mcavernosa15220-RA	Pocillopora_acuta_HIv1_PredGene_g33140.t1
OG0011719	Mcavernosa33995-RA	Pocillopora_acuta_HIv1_PredGene_g5371.t1
OG0011720	Mcavernosa20573-RA	Pocillopora_acuta_HIv1_PredGene_g6327.t1
OG0011722	Mcavernosa21274-RA	Pocillopora_acuta_HIv1_PredGene_g8297.t1
OG0011725	Mcavernosa01441-RA	Pocillopora_acuta_HIv1_PredGene_g18132.t1
OG0011726	Mcavernosa01446-RA	Pocillopora_acuta_HIv1_PredGene_g15184.t1
OG0011727	Mcavernosa01443-RA	Pocillopora_acuta_HIv1_PredGene_g15185.t1
OG0011728	Mcavernosa01449-RA	Pocillopora_acuta_HIv1_PredGene_g15182.t1
OG0011729	Mcavernosa15562-RA	Pocillopora_acuta_HIv1_PredGene_g29460.t1
OG0011730	Mcavernosa15557-RA	Pocillopora_acuta_HIv1_PredGene_g29453.t1
OG0011731	Mcavernosa15554-RA	Pocillopora_acuta_HIv1_PredGene_g29449.t1
OG0011732	Mcavernosa15553-RA	Pocillopora_acuta_HIv1_PredGene_g29450.t1
OG0011733	Mcavernosa15578-RA	Pocillopora_acuta_HIv1_PredGene_g29465.t1
OG0011735	Mcavernosa12994-RA	Pocillopora_acuta_HIv1_PredGene_g21815.t1
OG0011736	Mcavernosa12986-RA	Pocillopora_acuta_HIv1_PredGene_g27234.t1
OG0011738	Mcavernosa12985-RA	Pocillopora_acuta_HIv1_PredGene_g27233.t1
OG0011739	Mcavernosa12982-RA	Pocillopora_acuta_HIv1_PredGene_g27229.t1
OG0011740	Mcavernosa12983-RA	Pocillopora_acuta_HIv1_PredGene_g27230.t1
OG0011741	Mcavernosa19432-RA	Pocillopora_acuta_HIv1_PredGene_g15841.t1
OG0011742	Mcavernosa19434-RA	Pocillopora_acuta_HIv1_PredGene_g15840.t1
OG0011743	Mcavernosa28484-RA	Pocillopora_acuta_HIv1_PredGene_g27223.t1
OG0011744	Mcavernosa14919-RA	Pocillopora_acuta_HIv1_PredGene_g3211.t1
OG0011745	Mcavernosa14917-RA	Pocillopora_acuta_HIv1_PredGene_g3207.t1
OG0011746	Mcavernosa14923-RA	Pocillopora_acuta_HIv1_PredGene_g691.t1
OG0011747	Mcavernosa14973-RA	Pocillopora_acuta_HIv1_PredGene_g3155.t1
OG0011748	Mcavernosa09204-RA	Pocillopora_acuta_HIv1_PredGene_g2268.t1
OG0011750	Mcavernosa17886-RA	Pocillopora_acuta_HIv1_PredGene_g22769.t1
OG0011751	Mcavernosa01743-RA	Pocillopora_acuta_HIv1_PredGene_g22765.t1
OG0011753	Mcavernosa25270-RA	Pocillopora_acuta_HIv1_PredGene_g18520.t1
OG0011754	Mcavernosa32339-RA	Pocillopora_acuta_HIv1_PredGene_g16998.t1
OG0011758	Mcavernosa09078-RA	Pocillopora_acuta_HIv1_PredGene_g11858.t1
OG0011760	Mcavernosa23104-RA	Pocillopora_acuta_HIv1_PredGene_g7975.t1
OG0011761	Mcavernosa23106-RA	Pocillopora_acuta_HIv1_PredGene_g7974.t1
OG0011762	Mcavernosa00741-RA	Pocillopora_acuta_HIv1_PredGene_g7971.t1
OG0011765	Mcavernosa09545-RA	Pocillopora_acuta_HIv1_PredGene_g33230.t1
OG0011766	Mcavernosa04842-RA	Pocillopora_acuta_HIv1_PredGene_g24718.t1
OG0011767	Mcavernosa14175-RA	Pocillopora_acuta_HIv1_PredGene_g10015.t1
OG0011768	Mcavernosa14178-RA	Pocillopora_acuta_HIv1_PredGene_g10016.t1
OG0011769	Mcavernosa15204-RA	Pocillopora_acuta_HIv1_PredGene_g33158.t1, Pocillopora_acuta_HIv1_PredGene_g33159.t1, Pocillopora_acuta_HIv1_PredGene_g33161.t1
OG0011770	Mcavernosa15208-RA	Pocillopora_acuta_HIv1_PredGene_g33154.t1
OG0011771	Mcavernosa15205-RA	Pocillopora_acuta_HIv1_PredGene_g33156.t1
OG0011772	Mcavernosa15223-RA	Pocillopora_acuta_HIv1_PredGene_g33144.t1
OG0011773	Mcavernosa34261-RA	Pocillopora_acuta_HIv1_PredGene_g24162.t1
OG0011774	Mcavernosa01665-RA	Pocillopora_acuta_HIv1_PredGene_g5221.t1
OG0011775	Mcavernosa01500-RA	Pocillopora_acuta_HIv1_PredGene_g18578.t1
OG0011776	Mcavernosa01490-RA	Pocillopora_acuta_HIv1_PredGene_g18574.t1
OG0011777	Mcavernosa01499-RA	Pocillopora_acuta_HIv1_PredGene_g18577.t1
OG0011778	Mcavernosa01509-RA	Pocillopora_acuta_HIv1_PredGene_g18568.t1
OG0011779	Mcavernosa01508-RA	Pocillopora_acuta_HIv1_PredGene_g18567.t1
OG0011780	Mcavernosa01513-RA	Pocillopora_acuta_HIv1_PredGene_g18570.t1
OG0011781	Mcavernosa10639-RA	Pocillopora_acuta_HIv1_PredGene_g18629.t1
OG0011782	Mcavernosa31433-RA	Pocillopora_acuta_HIv1_PredGene_g27384.t1
OG0011783	Mcavernosa25359-RA	Pocillopora_acuta_HIv1_PredGene_g26313.t1
OG0011784	Mcavernosa25360-RA	Pocillopora_acuta_HIv1_PredGene_g26314.t1
OG0011785	Mcavernosa09354-RA	Pocillopora_acuta_HIv1_PredGene_g26358.t1
OG0011786	Mcavernosa09355-RA	Pocillopora_acuta_HIv1_PredGene_g26359.t1
OG0011789	Mcavernosa15383-RA	Pocillopora_acuta_HIv1_PredGene_g23831.t1
OG0011791	Mcavernosa12730-RA	Pocillopora_acuta_HIv1_PredGene_g13294.t1
OG0011792	Mcavernosa12728-RA	Pocillopora_acuta_HIv1_PredGene_g13296.t1
OG0011794	Mcavernosa12297-RA	Pocillopora_acuta_HIv1_PredGene_g13269.t1, Pocillopora_acuta_HIv1_PredGene_g30438.t1
OG0011796	Mcavernosa08892-RA	Pocillopora_acuta_HIv1_PredGene_g32617.t1
OG0011797	Mcavernosa08146-RA	Pocillopora_acuta_HIv1_PredGene_g10955.t1
OG0011799	Mcavernosa00397-RA	Pocillopora_acuta_HIv1_PredGene_g10953.t1
OG0011800	Mcavernosa08145-RA	Pocillopora_acuta_HIv1_PredGene_g10957.t1
OG0011801	Mcavernosa27934-RA	Pocillopora_acuta_HIv1_PredGene_g10979.t1
OG0011802	Mcavernosa00348-RA	Pocillopora_acuta_HIv1_PredGene_g10981.t1
OG0011803	Mcavernosa26492-RA	Pocillopora_acuta_HIv1_PredGene_g22711.t1
OG0011804	Mcavernosa02335-RA	Pocillopora_acuta_HIv1_PredGene_g12586.t1
OG0011805	Mcavernosa09495-RA	Pocillopora_acuta_HIv1_PredGene_g7124.t1
OG0011806	Mcavernosa13103-RA	Pocillopora_acuta_HIv1_PredGene_g3174.t1
OG0011807	Mcavernosa13097-RA	Pocillopora_acuta_HIv1_PredGene_g3177.t1
OG0011808	Mcavernosa13093-RA	Pocillopora_acuta_HIv1_PredGene_g3192.t1
OG0011809	Mcavernosa14914-RA	Pocillopora_acuta_HIv1_PredGene_g3193.t1
OG0011810	Mcavernosa13094-RA	Pocillopora_acuta_HIv1_PredGene_g3191.t1
OG0011811	Mcavernosa08997-RA	Pocillopora_acuta_HIv1_PredGene_g30450.t1
OG0011812	Mcavernosa17614-RA	Pocillopora_acuta_HIv1_PredGene_g6409.t1
OG0011813	Mcavernosa02062-RA	Pocillopora_acuta_HIv1_PredGene_g6419.t1
OG0011814	Mcavernosa20093-RA	Pocillopora_acuta_HIv1_PredGene_g4035.t1
OG0011815	Mcavernosa23636-RA	Pocillopora_acuta_HIv1_PredGene_g30023.t1, Pocillopora_acuta_HIv1_PredGene_g9935.t1
OG0011816	Mcavernosa09011-RA	Pocillopora_acuta_HIv1_PredGene_g2437.t1
OG0011817	Mcavernosa19382-RA	Pocillopora_acuta_HIv1_PredGene_g19663.t1
OG0011818	Mcavernosa09016-RA	Pocillopora_acuta_HIv1_PredGene_g2445.t1
OG0011819	Mcavernosa11728-RA	Pocillopora_acuta_HIv1_PredGene_g27102.t1
OG0011820	Mcavernosa14701-RA	Pocillopora_acuta_HIv1_PredGene_g3776.t1
OG0011821	Mcavernosa11727-RA	Pocillopora_acuta_HIv1_PredGene_g27103.t1
OG0011822	Mcavernosa30779-RA	Pocillopora_acuta_HIv1_PredGene_g28315.t1
OG0011823	Mcavernosa27668-RA	Pocillopora_acuta_HIv1_PredGene_g27100.t1
OG0011824	Mcavernosa31671-RA	Pocillopora_acuta_HIv1_PredGene_g18118.t1
OG0011825	Mcavernosa23076-RA	Pocillopora_acuta_HIv1_PredGene_g26583.t1
OG0011826	Mcavernosa23077-RA	Pocillopora_acuta_HIv1_PredGene_g26584.t1
OG0011827	Mcavernosa23080-RA	Pocillopora_acuta_HIv1_PredGene_g26586.t1
OG0011828	Mcavernosa23078-RA	Pocillopora_acuta_HIv1_PredGene_g26585.t1
OG0011829	Mcavernosa17534-RA	Pocillopora_acuta_HIv1_PredGene_g15572.t1
OG0011830	Mcavernosa02179-RA	Pocillopora_acuta_HIv1_PredGene_g17038.t1
OG0011831	Mcavernosa02178-RA	Pocillopora_acuta_HIv1_PredGene_g17037.t1
OG0011832	Mcavernosa02175-RA	Pocillopora_acuta_HIv1_PredGene_g17036.t1
OG0011833	Mcavernosa01484-RA	Pocillopora_acuta_HIv1_PredGene_g18556.t1
OG0011834	Mcavernosa01487-RA	Pocillopora_acuta_HIv1_PredGene_g18558.t1
OG0011835	Mcavernosa18343-RA	Pocillopora_acuta_HIv1_PredGene_g16081.t1
OG0011836	Mcavernosa26055-RA	Pocillopora_acuta_HIv1_PredGene_3975_t
OG0011837	Mcavernosa08991-RA	Pocillopora_acuta_HIv1_PredGene_g30453.t1
OG0011838	Mcavernosa22272-RA	Pocillopora_acuta_HIv1_PredGene_g32863.t1
OG0011839	Mcavernosa17880-RA	Pocillopora_acuta_HIv1_PredGene_g21362.t1
OG0011840	Mcavernosa04738-RA	Pocillopora_acuta_HIv1_PredGene_g31826.t1
OG0011841	Mcavernosa04726-RA	Pocillopora_acuta_HIv1_PredGene_g280.t1
OG0011842	Mcavernosa21967-RA	Pocillopora_acuta_HIv1_PredGene_g1020.t1
OG0011843	Mcavernosa26176-RA	Pocillopora_acuta_HIv1_PredGene_g1017.t1
OG0011844	Mcavernosa21957-RA	Pocillopora_acuta_HIv1_PredGene_g1028.t2, Pocillopora_acuta_HIv1_PredGene_g1028.t1
OG0011845	Mcavernosa21958-RA	Pocillopora_acuta_HIv1_PredGene_g1027.t1
OG0011846	Mcavernosa21954-RA	Pocillopora_acuta_HIv1_PredGene_g1030.t1
OG0011847	Mcavernosa21961-RA	Pocillopora_acuta_HIv1_PredGene_g1023.t1
OG0011848	Mcavernosa28550-RA	Pocillopora_acuta_HIv1_PredGene_g22118.t1, Pocillopora_acuta_HIv1_PredGene_4357_t, Pocillopora_acuta_HIv1_PredGene_g22120.t1
OG0011850	Mcavernosa18017-RA	Pocillopora_acuta_HIv1_PredGene_g17487.t1
OG0011851	Mcavernosa21364-RA	Pocillopora_acuta_HIv1_PredGene_g21657.t1
OG0011852	Mcavernosa10423-RA	Pocillopora_acuta_HIv1_PredGene_g10403.t1
OG0011853	Mcavernosa10417-RA	Pocillopora_acuta_HIv1_PredGene_g10406.t1
OG0011854	Mcavernosa10419-RA	Pocillopora_acuta_HIv1_PredGene_g10405.t1
OG0011855	Mcavernosa31495-RA	Pocillopora_acuta_HIv1_PredGene_g16822.t1
OG0011856	Mcavernosa05071-RA	Pocillopora_acuta_HIv1_PredGene_15877_t
OG0011858	Mcavernosa31476-RA	Pocillopora_acuta_HIv1_PredGene_g16815.t1
OG0011859	Mcavernosa31479-RA, Mcavernosa31477-RA	Pocillopora_acuta_HIv1_PredGene_g16817.t1
OG0011860	Mcavernosa31501-RA	Pocillopora_acuta_HIv1_PredGene_g16827.t1
OG0011861	Mcavernosa21374-RA	Pocillopora_acuta_HIv1_PredGene_g1514.t1
OG0011862	Mcavernosa21373-RA	Pocillopora_acuta_HIv1_PredGene_g1515.t1
OG0011864	Mcavernosa16483-RA	Pocillopora_acuta_HIv1_PredGene_g11584.t1
OG0011866	Mcavernosa16321-RA	Pocillopora_acuta_HIv1_PredGene_g5029.t1
OG0011867	Mcavernosa26313-RA	Pocillopora_acuta_HIv1_PredGene_g14696.t1
OG0011868	Mcavernosa24240-RA	Pocillopora_acuta_HIv1_PredGene_g11159.t1
OG0011869	Mcavernosa08868-RA	Pocillopora_acuta_HIv1_PredGene_g4308.t1
OG0011870	Mcavernosa08867-RA	Pocillopora_acuta_HIv1_PredGene_g4307.t1
OG0011872	Mcavernosa12309-RA	Pocillopora_acuta_HIv1_PredGene_g13287.t1
OG0011873	Mcavernosa24802-RA	Pocillopora_acuta_HIv1_PredGene_g19573.t1
OG0011874	Mcavernosa27839-RA	Pocillopora_acuta_HIv1_PredGene_g14635.t1
OG0011875	Mcavernosa27836-RA	Pocillopora_acuta_HIv1_PredGene_g14636.t1
OG0011876	Mcavernosa27828-RA	Pocillopora_acuta_HIv1_PredGene_g21940.t1
OG0011877	Mcavernosa27835-RA	Pocillopora_acuta_HIv1_PredGene_g14638.t1
OG0011878	Mcavernosa27831-RA	Pocillopora_acuta_HIv1_PredGene_g21937.t1
OG0011879	Mcavernosa27843-RA	Pocillopora_acuta_HIv1_PredGene_g14630.t1
OG0011880	Mcavernosa27807-RA	Pocillopora_acuta_HIv1_PredGene_g20171.t1
OG0011881	Mcavernosa25216-RA	Pocillopora_acuta_HIv1_PredGene_g20170.t1
OG0011882	Mcavernosa30864-RA	Pocillopora_acuta_HIv1_PredGene_g20169.t1
OG0011885	Mcavernosa11816-RA	Pocillopora_acuta_HIv1_PredGene_g3365.t1
OG0011886	Mcavernosa23752-RA	Pocillopora_acuta_HIv1_PredGene_g21729.t1
OG0011888	Mcavernosa12934-RA	Pocillopora_acuta_HIv1_PredGene_g645.t1
OG0011889	Mcavernosa16316-RA	Pocillopora_acuta_HIv1_PredGene_g31849.t1
OG0011890	Mcavernosa16317-RA	Pocillopora_acuta_HIv1_PredGene_g31848.t1
OG0011891	Mcavernosa32166-RA	Pocillopora_acuta_HIv1_PredGene_g31820.t1
OG0011893	Mcavernosa22157-RA	Pocillopora_acuta_HIv1_PredGene_g12465.t1
OG0011894	Mcavernosa18900-RA	Pocillopora_acuta_HIv1_PredGene_g11643.t1
OG0011896	Mcavernosa02775-RA	Pocillopora_acuta_HIv1_PredGene_g2710.t1
OG0011897	Mcavernosa00597-RA	Pocillopora_acuta_HIv1_PredGene_g14351.t1
OG0011898	Mcavernosa00595-RA	Pocillopora_acuta_HIv1_PredGene_g14350.t1
OG0011899	Mcavernosa00598-RA	Pocillopora_acuta_HIv1_PredGene_g14352.t1
OG0011900	Mcavernosa04558-RA	Pocillopora_acuta_HIv1_PredGene_g20762.t1
OG0011901	Mcavernosa05829-RA	Pocillopora_acuta_HIv1_PredGene_g31706.t1
OG0011903	Mcavernosa04961-RA	Pocillopora_acuta_HIv1_PredGene_g10565.t1
OG0011904	Mcavernosa27283-RA	Pocillopora_acuta_HIv1_PredGene_g24776.t1
OG0011905	Mcavernosa25965-RA	Pocillopora_acuta_HIv1_PredGene_g6214.t1
OG0011906	Mcavernosa30925-RA	Pocillopora_acuta_HIv1_PredGene_g10540.t1
OG0011907	Mcavernosa30923-RA	Pocillopora_acuta_HIv1_PredGene_g10538.t1
OG0011908	Mcavernosa32150-RA	Pocillopora_acuta_HIv1_PredGene_g31824.t1
OG0011909	Mcavernosa31360-RA	Pocillopora_acuta_HIv1_PredGene_g11364.t1
OG0011910	Mcavernosa31366-RA	Pocillopora_acuta_HIv1_PredGene_g11367.t1
OG0011911	Mcavernosa31352-RA	Pocillopora_acuta_HIv1_PredGene_g7649.t1
OG0011913	Mcavernosa07234-RA	Pocillopora_acuta_HIv1_PredGene_g16411.t1
OG0011914	Mcavernosa07243-RA	Pocillopora_acuta_HIv1_PredGene_g11117.t1
OG0011916	Mcavernosa16760-RA	Pocillopora_acuta_HIv1_PredGene_g13793.t1
OG0011917	Mcavernosa16761-RA	Pocillopora_acuta_HIv1_PredGene_g13794.t1
OG0011918	Mcavernosa16762-RA	Pocillopora_acuta_HIv1_PredGene_g13795.t1
OG0011920	Mcavernosa31022-RA	Pocillopora_acuta_HIv1_PredGene_g12954.t1
OG0011921	Mcavernosa31030-RA	Pocillopora_acuta_HIv1_PredGene_g12950.t1
OG0011922	Mcavernosa31025-RA, Mcavernosa31027-RA	Pocillopora_acuta_HIv1_PredGene_g12951.t1
